J06103324+2407511 092.638502 +24.130860                 21.2757  0.0512  0.368720
J06102658+2437341 092.610762 +24.626152                 22.1614  0.2446  0.368641
J06082859+2409202 092.119110 +24.155624 21.4532  0.0527 20.3039  0.0503  0.368637
J06082413+2427136 092.100561 +24.453774                 20.0989  0.0511  0.368590
J06062827+2454054 091.617808 +24.901510 19.4369  0.0310 18.2672  0.0500  0.368570
J06085309+2509421 092.221213 +25.161688 21.1471  0.0760 20.0839  0.0368  0.368541
J06073630+2407037 091.901271 +24.117688 17.0927  0.0310 16.3186  0.0530  0.368516
J06070742+2326225 091.780928 +23.439585 23.3165  0.0793 21.7612  0.0832  0.368515
J06072784+2440590 091.866010 +24.683056 17.1177  0.0300 16.2506  0.0300  0.368483
J06094703+2430169 092.445963 +24.504704                 21.6726  0.0550  0.368475
J06085243+2410126 092.218444 +24.170156 22.5796  0.0598 21.0556  0.0512  0.368475
J06080892+2412244 092.037186 +24.206777 20.7065  0.0948 18.9881  0.0501  0.368424
J06095001+2431529 092.458375 +24.531352                 16.6706  0.0300  0.368422
J06093897+2455316 092.412391 +24.925451                 18.1890  0.0304  0.368407
J06092423+2333001 092.350977 +23.550031 22.8996  0.0622 21.3094  0.0521  0.368352
J06092576+2425201 092.357315 +24.422254                 19.9785  0.0503  0.368300
J06104820+2454534 092.700830 +24.914843                 19.7803  0.1086  0.368203
J06073231+2329351 091.884607 +23.493088 22.4084  0.0567 20.8210  0.0568  0.368108
J06075330+2356258 091.972097 +23.940487 22.3838  0.2639 21.7485  0.1520  0.368028
J06092287+2446221 092.345286 +24.772810                 22.0286  0.1088  0.368015
J06112416+2421509 092.850647 +24.364134 21.0496  0.1131 19.7620  0.0503  0.367996
J06102408+2510337 092.600341 +25.176025 21.9580  0.3034 20.5858  0.0713  0.367973
J06110125+2447192 092.755221 +24.788670                 15.6304  0.0300  0.367957
J06083885+2446472 092.161882 +24.779773                 19.0752  0.0730  0.367935
J06104766+2358209 092.698594 +23.972478 16.6641  0.0300 15.7698  0.0300  0.367924
J06094138+2432236 092.422434 +24.539885                 20.4061  0.0725  0.367886
J06055093+2350128 091.462228 +23.836886 21.3085  0.0507 19.8023  0.0515  0.367876
J06085845+2416351 092.243529 +24.276410                                  0.367856
J06063814+2355375 091.658918 +23.927079 22.7933  0.0550 21.2518  0.0780  0.367752
J06114362+2427095 092.931745 +24.452642 16.0395  0.0300 15.3193  0.0300  0.367721
J06075779+2339181 091.990796 +23.655016 18.1580  0.0500 17.0481  0.0500  0.367623
J06071230+2424564 091.801233 +24.415674                 15.3992  0.0300  0.367543
J06095551+2417416 092.481285 +24.294881 17.5463  0.0500 16.5881  0.0317  0.367542
J06105198+2455115 092.716592 +24.919860                 15.8109  0.0300  0.367522
J06114847+2355514 092.951947 +23.930941 15.5961  0.0301 14.9782  0.0301  0.367463
J06102873+2512330 092.619710 +25.209154 21.1779  0.1903 20.1254  0.2858  0.367415
J06103490+2429195 092.645417 +24.488740 22.6550  0.1534 20.8787  0.0507  0.367373
J06093413+2408196 092.392191 +24.138785 17.5380  0.0500 16.5486  0.0500  0.367367
J06095215+2433425 092.467281 +24.561810                 21.1616  0.0600  0.367330
J06072457+2438263 091.852365 +24.640650                 15.5258  0.0500  0.367302
J06125203+2423229 093.216793 +24.389681                 21.3572  0.0873  0.367154
J06081886+2504500 092.078564 +25.080553 19.9151  0.0342 18.9897  0.0325  0.367147
J06085008+2321262 092.208665 +23.357280 17.3002  0.0301 16.2576  0.0302  0.367016
J06061592+2359232 091.566339 +23.989788 18.2614  0.0500 17.0951  0.0502  0.366812
J06062998+2439516 091.624933 +24.664320 16.6854  0.0301 15.7432  0.0500  0.366799
J06092076+2419544 092.336507 +24.331775 15.9919  0.0500 15.2566  0.0500  0.366759
J06094536+2444599 092.439000 +24.749976                 16.2880  0.0300  0.366724
J06083529+2427369 092.147036 +24.460237                 19.7497  0.0518  0.366712
J06113414+2337035 092.892248 +23.617650                 22.2131  0.0589  0.366677
J06083123+2407081 092.130144 +24.118908                 22.2185  0.0539  0.366582
J06120654+2417445 093.027248 +24.295687                 15.3815  0.0300  0.366566
J06111054+2407394 092.793924 +24.127612 21.2817  0.0713 19.7117  0.0502  0.366528
J06063710+2415284 091.654566 +24.257900 24.0014  0.2258 22.3989  0.1457  0.366472
J06075464+2332132 091.977683 +23.537009 14.8369  0.0301 14.2645  0.1300  0.366351
J06091033+2459348 092.293047 +24.993010                 21.7512  0.0981  0.366330
J06110444+2354354 092.768511 +23.909839                 21.8836  0.0544  0.366326
J06084955+2407302 092.206444 +24.125050                 22.1579  0.2115  0.366319
J06085822+2353497 092.242581 +23.897134                 23.3982  0.0796  0.366264
J06104099+2440438 092.670800 +24.678846                 18.7618  0.0336  0.366252
J06091592+2458069 092.316338 +24.968579 19.1025  0.0307 17.8079  0.0306  0.366189
J06073123+2415141 091.880116 +24.253920 21.3930  0.0513 19.9862  0.0502  0.366124
J06120368+2404032 093.015339 +24.067558 15.7475  0.0300 15.1243  0.0300  0.366124
J06104498+2413493 092.687425 +24.230357 20.0841  0.0463 19.3833  0.0336  0.366095
J06081658+2423254 092.069084 +24.390394                 16.7808  0.0301  0.365942
J06083059+2440259 092.127456 +24.673868                 19.9615  0.0401  0.365942
J06090883+2422555 092.286810 +24.382094 15.0565  0.0300 14.4546  0.0300  0.365897
J06110139+2340527 092.755776 +23.681310                 21.3389  0.0515  0.365869
J06091499+2452258 092.312458 +24.873827                 17.7850  0.0302  0.365732
J06084131+2440369 092.172137 +24.676907                 19.1398  0.0325  0.365727
J06061104+2354207 091.545990 +23.905763 23.5550  0.0714 22.0062  0.0926  0.365636
J06072614+2504031 091.858933 +25.067527 17.8947  0.0301 16.8387  0.0500  0.365626
J06061270+2427416 091.552923 +24.461567                 15.5533  0.0300  0.365602
J06083212+2426361 092.133844 +24.443357                 23.2178  0.1943  0.365599
J06112692+2340006 092.862167 +23.666832                 22.8811  0.0819  0.365596
J06092476+2509252 092.353187 +25.157013 18.2812  0.0304 17.2121  0.0304  0.365456
J06115162+2434576 092.965078 +24.582673                 14.9410  0.0300  0.365333
J06090545+2507287 092.272728 +25.124637 19.9901  0.1564 19.6051  0.0615  0.365277
J06072977+2423430 091.874061 +24.395289                 16.9999  0.0500  0.365260
J06120226+2435151 093.009430 +24.587517                 17.2145  0.0301  0.365204
J06083779+2425355 092.157442 +24.426531                 16.3537  0.0301  0.365190
J06084082+2347368 092.170064 +23.793553 22.9807  0.0618 21.4158  0.0513  0.365147
J06084380+2423559 092.182510 +24.398857                 23.0523  0.1658  0.365143
J06090474+2421378 092.269760 +24.360510 19.7878  0.0504 18.5952  0.0501  0.365109
J06081263+2415496 092.052621 +24.263778 17.6474  0.0301 16.4811  0.0500  0.364997
J06072387+2349292 091.849462 +23.824777 22.6365  0.0764 21.1670  0.1426  0.364882
J06095237+2413023 092.468214 +24.217298 18.3625  0.0500 16.9400  0.0500  0.364849
J06094317+2427018 092.429880 +24.450504 22.3287  0.0944 21.0370  0.0505  0.364833
J06071916+2332226 091.829844 +23.539605 22.6855  0.0560 20.9655  0.1241  0.364731
J06105390+2334140 092.724569 +23.570563                 21.4423  0.0513  0.364709
J06075742+2515220 091.989235 +25.256100                 18.6210  0.1327  0.364677
J06092471+2346559 092.352954 +23.782186 17.0290  0.0500 15.9992  0.0500  0.364658
J06104493+2426197 092.687214 +24.438799                 22.2073  0.1295  0.364569
J06102542+2334424 092.605919 +23.578433                 21.4962  0.0516  0.364560
J06075748+2345428 091.989489 +23.761894 18.6434  0.0500 17.2408  0.0501  0.364517
J06074980+2504574 091.957511 +25.082621                 15.4223  0.0300  0.364480
J06075169+2434292 091.965358 +24.574780                 18.0905  0.0318  0.364474
J06091176+2428017 092.298988 +24.467130                 23.6165  0.0901  0.364472
J06074615+2353346 091.942291 +23.892950 22.0683  0.0553 20.5968  0.0507  0.364450
J06092672+2418063 092.361339 +24.301743 15.1076  0.0500 14.5044  0.0300  0.364435
J06094141+2456520 092.422522 +24.947774 17.4769  0.0301 16.5388  0.0301  0.364355
J06081244+2456446 092.051841 +24.945712 19.0373  0.0463 17.5150  0.0308  0.364200
J06062951+2505526 091.622940 +25.097952                 15.8218  0.1300  0.364194
J06091803+2508205 092.325113 +25.139018 19.7224  0.0453 18.4063  0.0309  0.364153
J06080850+2336102 092.035399 +23.602835 16.8010  0.0500 15.8401  0.0300  0.364096
J06100609+2506450 092.525374 +25.112507 21.3952  0.1915 20.3671  0.0665  0.364031
J06072968+2510247 091.873680 +25.173522                 16.0210  0.0500  0.363973
J06090351+2502143 092.264626 +25.037297                 21.3486  0.1308  0.363931
J06083505+2456370 092.146056 +24.943616 20.8260  0.0488 19.2464  0.0413  0.363927
J06075648+2336505 091.985346 +23.614041                 21.2296  0.0513  0.363919
J06092091+2512513 092.337120 +25.214253 17.9622  0.0304 16.9115  0.0301  0.363842
J06065501+2343440 091.729205 +23.728876 23.5375  0.0772 22.0145  0.1263  0.363829
J06072663+2403246 091.860972 +24.056821 23.9707  0.1189 22.4702  0.0562  0.363809
J06112680+2426053 092.861685 +24.434816 21.3590  0.1659 20.3131  0.0539  0.363667
J06090964+2342532 092.290183 +23.714781 23.4962  0.0920 21.9868  0.0532  0.363603
J06092831+2502326 092.367947 +25.042386 19.3617  0.0316 18.0305  0.0304  0.363481
J06092765+2437402 092.365210 +24.627843                 19.6410  0.0400  0.363461
J06074031+2352380 091.917955 +23.877222 22.0826  0.0555 20.6518  0.0505  0.363434
J06095281+2502326 092.470046 +25.042387 21.4877  0.1866 20.3214  0.0610  0.363429
J06094295+2518066 092.428939 +25.301822                 21.2631  0.0852  0.363363
J06115349+2444341 092.972889 +24.742806                 17.6148  0.0303  0.363351
J06060943+2351210 091.539290 +23.855831 23.0522  0.0597 21.4854  0.1133  0.363313
J06101500+2509422 092.562484 +25.161721 20.4659  0.0409 19.3353  0.0315  0.363281
J06073234+2420537 091.884762 +24.348264                 22.1239  0.1999  0.363265
J06075418+2440474 091.975768 +24.679821                                  0.363204
J06095224+2512242 092.467655 +25.206735 20.9647  0.1966 20.1324  0.0375  0.363188
J06053407+2439225 091.391973 +24.656238 17.5556  0.0309 16.7185  0.0500  0.363135
J06112605+2410574 092.858525 +24.182608 20.8829  0.1035 19.3252  0.0501  0.363097
J06091711+2356336 092.321286 +23.942656 23.9574  0.1600 22.2130  0.0590  0.363086
J06092308+2401346 092.346155 +24.026279 21.7609  0.0673 20.8556  0.0521  0.363014
J06065720+2402360 091.738315 +24.043332 20.0377  0.0501 18.6075  0.0513  0.362908
J06081320+2412192 092.054996 +24.205331                 21.9396  0.0565  0.362887
J06084859+2410284 092.202472 +24.174549 15.5998  0.0500 14.9532  0.0300  0.362864
J06102108+2416368 092.587835 +24.276876                 21.7774  0.0979  0.362829
J06075012+2418222 091.958841 +24.306155                 23.7138  0.2105  0.362791
J06083789+2431455 092.157884 +24.529311                 15.4043  0.0300  0.362789
J06114355+2413049 092.931458 +24.218017 20.8210  0.0503 19.3267  0.0335  0.362782
J06080436+2409354 092.018173 +24.159846 20.1879  0.0371 18.6199  0.0500  0.362757
J06094763+2324309 092.448446 +23.408575 22.0016  0.0538 20.5835  0.0654  0.362722
J06091940+2418549 092.330820 +24.315247 16.7335  0.0500 15.8398  0.0500  0.362636
J06100041+2416440 092.501704 +24.278890                                  0.362575
J06070922+2430228 091.788430 +24.506337                                  0.362530
J06090887+2345394 092.286970 +23.760951 15.8443  0.0500 15.0440  0.0500  0.362522
J06091660+2455509 092.319153 +24.930815 21.6914  0.0912 20.3874  0.0481  0.362467
J06062557+2352054 091.606528 +23.868157 17.0580  0.0501 16.1078  0.0500  0.362441
J06113756+2407550 092.906505 +24.131941 16.8066  0.0301 15.9520  0.0301  0.362344
J06083211+2505459 092.133811 +25.096086 17.9227  0.0312 16.7642  0.0301  0.362313
J06074948+2336299 091.956166 +23.608307                 22.7204  0.0626  0.362284
J06091287+2413383 092.303613 +24.227305 22.1799  0.0519 20.7419  0.0505  0.362257
J06084888+2503100 092.203660 +25.052780 20.9393  0.0430 19.5896  0.0424  0.362216
J06083234+2434568 092.134742 +24.582446                                  0.362172
J06091731+2320423 092.322121 +23.345080 18.3897  0.0323 17.3065  0.0304  0.362126
J06062488+2414020 091.603657 +24.233887 17.0224  0.0500 16.1754  0.0500  0.362077
J06093529+2455507 092.397036 +24.930762 21.4395  0.1472 20.2964  0.1159  0.362071
J06100806+2345076 092.533570 +23.752109                 21.7449  0.0525  0.362054
J06072540+2407569 091.855853 +24.132481                 23.3419  0.0916  0.362032
J06081977+2405086 092.082374 +24.085718 20.5986  0.0555 20.1064  0.0505  0.362022
J06080310+2429396 092.012928 +24.494329                 24.2394  0.3646  0.361993
J06083408+2500518 092.142001 +25.014375 21.4803  0.0804 19.8845  0.0856  0.361987
J06084422+2434086 092.184252 +24.569052                 15.3730  0.0300  0.361935
J06062550+2333352 091.606245 +23.559775 21.7367  0.0522 20.1104  0.0706  0.361924
J06102062+2408382 092.585934 +24.143936 22.0284  0.0847 20.3425  0.0504  0.361786
J06073144+2349090 091.880992 +23.819171 20.3424  0.0502 18.8736  0.0501  0.361763
J06084960+2432103 092.206680 +24.536192                                  0.361707
J06080122+2407180 092.005065 +24.121660 18.5043  0.0327 17.2151  0.0500  0.361653
J06095769+2431249 092.490363 +24.523585                                  0.361627
J06080725+2422060 092.030203 +24.368320                 23.4207  0.0856  0.361458
J06064582+2418223 091.690899 +24.306199 16.4045  0.0500 15.5706  0.0500  0.361420
J06073739+2358076 091.905785 +23.968772 17.2571  0.0500 16.2044  0.0500  0.361354
J06081433+2334313 092.059725 +23.575351 16.0277  0.0500 15.2606  0.0500  0.361264
J06055038+2423304 091.459908 +24.391782                 16.4623  0.0301  0.361191
J06081569+2414409 092.065396 +24.244682 18.3597  0.0410 17.2711  0.0500  0.361186
J06122356+2408491 093.098153 +24.146978 20.0405  0.0546 18.6107  0.0333  0.361163
J06094588+2404312 092.441152 +24.075330 17.0717  0.0500 16.1746  0.0500  0.361102
J06084140+2508374 092.172514 +25.143717 20.4114  0.3207 19.7750  0.0408  0.360939
J06075421+2434254 091.975890 +24.573734                 16.8154  0.0300  0.360887
J06080297+2414489 092.012372 +24.246912                 20.3245  0.0505  0.360817
J06062859+2426482 091.619137 +24.446729                 21.4153  0.1757  0.360749
J06082915+2401093 092.121443 +24.019248 19.8036  0.0501 18.2543  0.0501  0.360731
J06074373+2440302 091.932222 +24.675058                 21.2645  0.0928  0.360687
J06065941+2433185 091.747524 +24.555136                 19.1402  0.0502  0.360593
J06095969+2511195 092.498714 +25.188742 21.2708  0.0461 19.8720  0.0460  0.360441
J06110606+2455572 092.775263 +24.932558                 21.1275  0.1255  0.360417
J06063540+2336330 091.647489 +23.609180                 16.8735  0.1301  0.360350
J06122716+2422045 093.113169 +24.367912                 16.1121  0.1300  0.360236
J06085353+2451337 092.223044 +24.859348                 21.0877  0.0699  0.360234
J06093449+2451459 092.393703 +24.862755                                  0.360210
J06092005+2422441 092.333559 +24.378913 14.7837  0.0300 14.2136  0.0300  0.360205
J06093053+2437430 092.377223 +24.628606                 21.6046  0.1164  0.360142
J06064026+2424220 091.667765 +24.406110                 20.1548  0.1287  0.360056
J06111655+2416130 092.818944 +24.270280                 17.7853  0.0366  0.360026
J06062435+2334372 091.601464 +23.577012 22.8077  0.0974 20.9253  0.0775  0.359996
J06064520+2356454 091.688314 +23.945939 20.8715  0.0504 19.2224  0.0547  0.359983
J06103011+2427009 092.625457 +24.450259 16.2081  0.0300 15.4522  0.0300  0.359949
J06122735+2410192 093.113968 +24.172010 15.8597  0.0300 14.8919  0.1300  0.359937
J06103081+2419533 092.628381 +24.331482 17.3340  0.0300 16.3524  0.0301  0.359916
J06093131+2500259 092.380463 +25.007204                 20.5551  0.0586  0.359849
J06110570+2424209 092.773764 +24.405803                 21.7996  0.0517  0.359831
J06075321+2404512 091.971718 +24.080897 20.7256  0.0506 19.1650  0.0501  0.359823
J06094368+2446026 092.431989 +24.767377                 16.5625  0.0300  0.359710
J06080657+2353429 092.027361 +23.895255 23.7203  0.0833 22.1035  0.0545  0.359642
J06095475+2350226 092.478114 +23.839613 20.7988  0.0506 19.2571  0.0502  0.359600
J06111391+2422229 092.807941 +24.373021 16.7386  0.0309 16.0307  0.0308  0.359562
J06091912+2505143 092.329656 +25.087307 21.6392  0.0559 20.2800  0.0650  0.359503
J06084618+2349548 092.192436 +23.831894 21.7582  0.0532 20.4575  0.0511  0.359492
J06111424+2445179 092.809347 +24.754978                 15.4637  0.0300  0.359486
J06101360+2439175 092.556656 +24.654850                 15.9638  0.0301  0.359402
J06073398+2408589 091.891593 +24.149694 18.0352  0.0500 16.9821  0.0500  0.359395
J06123108+2433589 093.129487 +24.566352 20.7550  0.1580 20.0468  0.1160  0.359365
J06090710+2423406 092.279590 +24.394620                 20.5701  0.0514  0.359364
J06085411+2435344 092.225441 +24.592900                 19.9599  0.0579  0.359258
J06123589+2358562 093.149547 +23.982288 20.3485  0.0916 18.5443  0.1388  0.359196
J06065468+2432535 091.727813 +24.548182                 14.9958  0.0500  0.359138
J06102825+2502342 092.617713 +25.042841 20.5259  0.1948 19.8953  0.0903  0.359120
J06085741+2346568 092.239202 +23.782455 15.4819  0.0500 14.8658  0.0300  0.359070
J06111617+2346081 092.817391 +23.768912 17.2343  0.0301 16.2524  0.0300  0.359029
J06102332+2502497 092.597155 +25.047145 22.1709  0.3468 21.3115  0.0863  0.359027
J06100774+2438382 092.532271 +24.643954                 16.9979  0.0301  0.358930
J06082206+2425508 092.091916 +24.430791                 19.8886  0.0502  0.358919
J06083549+2347322 092.147858 +23.792291 22.9356  0.0755 21.6442  0.0574  0.358901
J06080772+2403438 092.032175 +24.062167 19.4764  0.0502 18.5999  0.0502  0.358710
J06093798+2516046 092.408247 +25.267946 21.6103  0.0657 19.9834  0.0634  0.358698
J06084715+2428415 092.196455 +24.478206                 23.4670  0.0714  0.358694
J06083620+2506223 092.150843 +25.106197 20.7637  0.1089 19.9943  0.0717  0.358668
J06084489+2422526 092.187051 +24.381291                 15.7027  0.1301  0.358552
J06113140+2336259 092.880813 +23.607201                 21.6197  0.0544  0.358493
J06104583+2431297 092.690956 +24.524911                 22.2534  0.1313  0.358394
J06123039+2434189 093.126629 +24.571917                 19.8464  0.0386  0.358387
J06071748+2343455 091.822838 +23.729303 23.2834  0.0636 21.6603  0.1170  0.358383
J06100618+2440468 092.525747 +24.679660                 15.7784  0.0300  0.358185
J06102910+2421587 092.621248 +24.366303                 22.4814  0.0661  0.358163
J06093369+2424217 092.390395 +24.406033 19.9428  0.0488 18.5184  0.0500  0.358146
J06101388+2502454 092.557847 +25.045932                 19.8425  0.0447  0.358135
J06082040+2412352 092.085003 +24.209782 20.7769  0.0523 19.1196  0.0501  0.358101
J06065428+2406252 091.726171 +24.107010 20.7515  0.0548 19.1145  0.1359  0.358079
J06122199+2405552 093.091606 +24.098676 17.1943  0.0314 16.4254  0.0340  0.357945
J06104941+2417180 092.705880 +24.288329 15.9988  0.0300 15.2889  0.0300  0.357894
J06102109+2439123 092.587874 +24.653430                 21.3514  0.1292  0.357893
J06092639+2325468 092.359977 +23.429669 17.7818  0.0500 16.5659  0.0500  0.357857
J06121001+2428091 093.041702 +24.469202                 20.1940  0.1607  0.357852
J06092139+2509098 092.339130 +25.152716 20.5580  0.0445 19.4620  0.0365  0.357807
J06092356+2431155 092.348174 +24.520977                 15.4841  0.0300  0.357702
J06085863+2359111 092.244292 +23.986413 21.6956  0.0518 20.1256  0.0503  0.357570
J06073871+2332346 091.911275 +23.542950                 22.6640  0.1017  0.357430
J06075470+2427241 091.977909 +24.456694                 23.0895  0.0830  0.357420
J06100016+2429137 092.500663 +24.487146 17.6203  0.0301 16.5741  0.0301  0.357379
J06071843+2330148 091.826790 +23.504122 16.1024  0.0500 15.3397  0.0300  0.357331
J06062116+2418433 091.588160 +24.312024 17.4690  0.0500 16.4395  0.0501  0.357300
J06061843+2401030 091.576772 +24.017504 23.6468  0.0748 21.8983  0.1045  0.357257
J06103255+2342271 092.635639 +23.707540 15.4378  0.0300 14.5522  0.1300  0.357213
J06071686+2354061 091.820258 +23.901685 20.5958  0.0506 19.1717  0.0541  0.357155
J06081599+2422048 092.066627 +24.367995                 23.7077  0.2612  0.357063
J06094721+2507156 092.446697 +25.120992 21.1610  0.0547 19.9064  0.0415  0.357051
J06121649+2409140 093.068701 +24.153885 16.2280  0.0300 15.4426  0.0300  0.357044
J06111924+2447577 092.830159 +24.799351                 15.6876  0.0300  0.357016
J06083343+2451349 092.139307 +24.859685 21.8985  0.1006 20.1666  0.0381  0.356847
J06074715+2429173 091.946470 +24.488142                 23.0353  0.0683  0.356740
J06075503+2410099 091.979294 +24.169429 19.8390  0.0758 19.0643  0.0529  0.356557
J06113039+2438387 092.876627 +24.644080 20.3536  0.0727 18.7878  0.0313  0.356524
J06111160+2350083 092.798317 +23.835643 16.9413  0.0300 16.0807  0.0300  0.356517
J06084791+2329474 092.199632 +23.496489 23.1490  0.0694 21.5566  0.1400  0.356487
J06074811+2351494 091.950473 +23.863729 16.0535  0.0500 15.2648  0.0300  0.356227
J06100146+2514513 092.506092 +25.247584                 20.3166  0.2428  0.356196
J06101524+2432155 092.563496 +24.537626                                  0.356195
J06104285+2438268 092.678537 +24.640771                 15.6784  0.0300  0.356188
J06074227+2416333 091.926116 +24.275920 21.8684  0.0516 20.2653  0.0564  0.356130
J06072307+2412427 091.846114 +24.211872 22.0534  0.0528 20.6178  0.0571  0.355974
J06085012+2505387 092.208815 +25.094088 19.0579  0.0542 18.9053  0.1422  0.355961
J06111929+2450549 092.830377 +24.848570                 17.4183  0.1309  0.355934
J06085905+2418250 092.246043 +24.306938                 15.8452  0.1301  0.355853
J06074209+2329131 091.925396 +23.486973 21.9833  0.0533 20.5716  0.1021  0.355844
J06082960+2414084 092.123346 +24.235677                 14.0284  0.1300  0.355836
J06104915+2332383 092.704777 +23.543960                 22.5414  0.0595  0.355607
J06095288+2416195 092.470338 +24.272072 22.1845  0.0540 20.5283  0.0636  0.355545
J06112783+2339224 092.865949 +23.656216 22.2544  0.2064 21.0600  0.0511  0.355540
J06094240+2327361 092.426648 +23.460016 22.9254  0.0757 21.4108  0.1233  0.355536
J06095278+2435248 092.469901 +24.590230                 18.0732  0.0342  0.355496
J06085485+2504418 092.228539 +25.078268 20.1823  0.0329 19.1690  0.1494  0.355492
J06105849+2431074 092.743692 +24.518723 16.8475  0.0302 15.9099  0.1301  0.355365
J06104914+2437512 092.704766 +24.630897                 16.4887  0.0300  0.355346
J06061817+2435359 091.575690 +24.593319 17.2290  0.0301 16.2992  0.0500  0.355343
J06091256+2413141 092.302326 +24.220591 19.5732  0.0501 18.2010  0.0500  0.355218
J06090589+2410186 092.274535 +24.171826 21.6526  0.0510 20.1820  0.0573  0.355163
J06070084+2512441 091.753490 +25.212260                 15.8475  0.0500  0.355083
J06084810+2427363 092.200424 +24.460078                 22.5174  0.0591  0.355070
J06085754+2331564 092.239731 +23.532347 20.0134  0.0505 19.2506  0.0503  0.355046
J06074988+2417463 091.957841 +24.296203                 20.8325  0.1218  0.355031
J06083945+2417116 092.164366 +24.286546 18.0580  0.0500 16.9466  0.0500  0.355024
J06091041+2359443 092.293385 +23.995640 23.1837  0.0845 21.5868  0.0582  0.354946
J06092715+2425404 092.363105 +24.427880                 20.4514  0.0506  0.354885
J06060568+2450047 091.523673 +24.834632 18.2950  0.0303 17.0506  0.0500  0.354829
J06113633+2340154 092.901380 +23.670952 17.0418  0.0385 16.7061  0.0501  0.354718
J06111250+2459314 092.802104 +24.992048                 20.3949  0.0412  0.354711
J06094394+2414431 092.433100 +24.245296 20.0062  0.0501 18.3174  0.0500  0.354658
J06125170+2422008 093.215426 +24.366886 18.6721  0.0313 17.0766  0.0302  0.354655
J06072211+2407071 091.842139 +24.118630                 20.7997  0.1773  0.354653
J06083506+2352553 092.146069 +23.882029 23.8730  0.0921 22.1499  0.0552  0.354636
J06090096+2413513 092.254003 +24.230914 20.7751  0.0503 19.1791  0.0501  0.354523
J06074485+2509446 091.936891 +25.162379 16.0264  0.0300 15.2086  0.0300  0.354467
J06070904+2349418 091.787682 +23.828271 21.9928  0.0518 20.2176  0.0546  0.354433
J06061293+2338502 091.553883 +23.647290 15.5947  0.0500 14.9213  0.0500  0.354400
J06051839+2403321 091.326638 +24.058928                 15.5859  0.1300  0.354349
J06093594+2511580 092.399759 +25.199431                                  0.354345
J06113456+2413023 092.893997 +24.217297                 16.8688  0.0500  0.354340
J06091841+2504555 092.326728 +25.082075                 21.4238  0.1344  0.354336
J06081287+2516289 092.053613 +25.274698                 16.5322  0.1301  0.354302
J06094615+2329586 092.442299 +23.499597 15.6018  0.0500 14.9432  0.0500  0.354012
J06085295+2417204 092.220606 +24.289002 14.8985  0.0500 14.2864  0.0301  0.353862
J06113660+2339309 092.902486 +23.658570                 21.3718  0.0533  0.353804
J06072984+2328104 091.874335 +23.469560 21.1963  0.0518 19.9232  0.0592  0.353782
J06093086+2458280 092.378563 +24.974442 20.8550  0.2577 21.2593  0.1894  0.353719
J06070933+2352091 091.788868 +23.869197 21.1032  0.0507 19.9424  0.0535  0.353667
J06082534+2445518 092.105587 +24.764402                 20.1027  0.0568  0.353506
J06085349+2353196 092.222860 +23.888788 20.6975  0.0562 19.0413  0.0539  0.353501
J06063317+2411444 091.638220 +24.195666 22.4597  0.0529 20.8205  0.0613  0.353449
J06084665+2501307 092.194387 +25.025204 22.0427  0.0845 20.5214  0.0454  0.353332
J06083140+2450589 092.130826 +24.849699 21.8207  0.0659                  0.353329
J06071754+2505390 091.823063 +25.094158 15.6349  0.0307 14.9833  0.0500  0.353283
J06093699+2439579 092.404141 +24.666077                                  0.353190
J06111156+2350358 092.798183 +23.843279                 22.5406  0.0586  0.353128
J06100818+2455593 092.534079 +24.933131                                  0.353046
J06063958+2336525 091.664906 +23.614580 20.7284  0.1061 19.6681  0.0694  0.353037
J06072714+2354043 091.863085 +23.901201 15.9338  0.0500 15.1440  0.0300  0.353037
J06080941+2425520 092.039218 +24.431122                 22.8573  0.1422  0.353032
J06091127+2351558 092.296945 +23.865513 21.9806  0.0855 21.1179  0.0511  0.353010
J06052685+2412103 091.361888 +24.202849                 21.3955  0.0763  0.353007
J06094978+2507078 092.457420 +25.118842 20.7800  0.0453 19.5916  0.0636  0.352897
J06081205+2421267 092.050195 +24.357420                 15.6787  0.1301  0.352880
J06110687+2444317 092.778631 +24.742146                 20.0827  0.0818  0.352556
J06113297+2344406 092.887387 +23.744607                 21.3771  0.0524  0.352548
J06090780+2406016 092.282491 +24.100438 19.0085  0.0500 17.6612  0.0500  0.352541
J06102378+2443069 092.599090 +24.718576                 18.8133  0.0312  0.352472
J06082620+2335170 092.109186 +23.588055 17.0313  0.0500 16.2574  0.0501  0.352472
J06084903+2441425 092.204308 +24.695143                                  0.352461
J06093358+2509213 092.389914 +25.155909                 19.8067  0.0490  0.352457
J06100760+2345533 092.531646 +23.764817                 21.6661  0.1124  0.352429
J06053133+2352163 091.380562 +23.871192                 19.2395  0.1353  0.352393
J06072929+2437005 091.872055 +24.616795                 20.4991  0.0505  0.352074
J06102436+2441275 092.601521 +24.690961                 21.4742  0.1518  0.352017
J06090536+2441001 092.272343 +24.683362                 22.0320  0.2523  0.351991
J06064606+2409066 091.691930 +24.151832 23.0705  0.0625 21.5382  0.0692  0.351990
J06073312+2422025 091.888011 +24.367375                 15.7322  0.0300  0.351977
J06110531+2340312 092.772140 +23.675346 21.8653  0.0998 20.1673  0.0503  0.351968
J06083259+2430357 092.135792 +24.509924                 21.6988  0.0573  0.351894
J06092113+2437028 092.338038 +24.617435                 18.0977  0.0344  0.351889
